text,binary,multiclass
¿Alguna idea sobre cuándo sucederá esto? ,Not Hope,Sarcasm
"El culo para niños pequeños roció todo el inodoro, espero que te agaches y te muerdas muy fuerte. ",Hope,Sarcasm
@Mollyjongfast Creo que debería permitirse que los trabajadores de servicio al cliente se metan el agua en la cara como a veces para entrenar a las mascotas,Not Hope,Sarcasm
"Debido a su pregunta ""cuál es su definición de puro"", ahora sé cómo hacer jabón. ",Not Hope,Sarcasm
"Totales de presupuesto
",Not Hope,Sarcasm
Cuando crezca quiero ser un sociópata,Not Hope,Sarcasm
"Cualquiera que hable inglés bien podría ser ilegal del Reino Unido, ¿verdad? ",Not Hope,Sarcasm
Supongo que puedes demostrar que todos los que se oponen o critican los derechos de los homosexuales están atacando personalmente a un individuo o grupo. ,Not Hope,Sarcasm
@c_j_mcburney sospecha que todavía hay espacio para ti en el suelo,Not Hope,Sarcasm
"Entonces, para estar en contra del matrimonio homosexual, ¿una persona tiene que ser fiel en su propio matrimonio? ",Not Hope,Sarcasm
"¿Mencioné el sexo heterosexual prematrimonial o adúltero?
",Not Hope,Sarcasm
James Harden puede viajar cada vez que conduce aparentemente,Not Hope,Sarcasm
Tengo mucho chico que lloró vibraciones de lobo de la Cruz Roja y su escasez de sangre de emergencia todo el tiempo,Not Hope,Sarcasm
"[CITA = IANGB; 386379] En realidad, estaba hablando de que contradices la importancia de las estadísticas de DC como ""contrarias a su agenda"", por lo que preferirías desviarte en otro lugar. [CITA] No hay estadísticas de DC en esta Junta. ",Not Hope,Sarcasm
"Todos son bienvenidos a dar su opinión sobre la posesión de armas públicas aquí, ya sea que esté a favor o en contra del control de armas (o la posesión de armas se justifica) y por favor indique las razones también. ",Not Hope,Sarcasm
Embarazada y constantemente anhele kitkats. ,Not Hope,Sarcasm
"@KaGune_kun Tweet despreciable, mi Liege",Not Hope,Sarcasm
"Sí, estoy seguro de que amas el capitalismo desenfrenado, lo hacen las personas crueles centradas. ",Not Hope,Sarcasm
"Bueno, si eres católico, probablemente deberías encontrarlo bastante creíble.",Not Hope,Sarcasm
"Hola a los tres seguidores, este es mi gran regreso a Twitter",Hope,Sarcasm
"No solo todos están de acuerdo, lo que me asusta lo suficiente, sino que Parcum incluso está de acuerdo conmigo. ",Not Hope,Sarcasm
@igreen95 Thx para la obra de teatro,Not Hope,Sarcasm
Usar Bush como 180 Compass está bien para mí.,Not Hope,Sarcasm
"Los países islámicos tienen leyes extremadamente sexistas contra las mujeres en un país islámico, las mujeres pueden ser ejecutadas por cualquiera de las siguientes ofensas caminar sin una escolta masculina, conducir, ser violado, usar el baño sin permiso, ser visto en público con un hombre que no sea su esposo, obtener una educación o incluso tener un trabajo, no crea que busque la ley de Sharea, puedo haberlo maltratado eso, pero maldita sea. ",Not Hope,Sarcasm
"¿Cómo sabes Bush? Dejemos que Cheney dirige el gobierno ... Oh, sí, es cierto, te dijo CNN/CBS. ",Not Hope,Sarcasm
Creo que estás muy equivocado. No soy republicano. ,Not Hope,Sarcasm
"Y también no fue la opinión universal de que la homosexualidad es antinatural, incorrecta y sin beneficio para la sociedad en absoluto.",Not Hope,Sarcasm
Me encanta vivir en una sociedad capitalista donde espero tener una cirugía en la que estoy legítimo obtener una parte del cuerpo interno eliminado porque significa que obtendré unos días libres del trabajo xoxo,Hope,Sarcasm
"HA.A.A.A: P emoticonxgood bueno, Sinjin.
",Not Hope,Sarcasm
"Bueno, eso es decepcionante.   ",Hope,Sarcasm
"Oh, si solo tuviéramos las prohibiciones de armas civiles absolutas requeridas, ¡cosas enfermas como esta nunca sucedería! ",Hope,Sarcasm
"Cualquiera que hable inglés bien podría ser ilegal del Reino Unido, ¿verdad? 
",Not Hope,Sarcasm
¡Tenga en cuenta la palabra llamadas! ,Hope,Sarcasm
Es eso o es un tenor frustrado para el coro de Viena Boys. ,Not Hope,Sarcasm
"Mira, un ataque terrorista es probablemente el tipo de cosas que usaría como una excusa para no ir a trabajar ...",Not Hope,Sarcasm
"No, es pertinente para el comportamiento de algunos hominiosos. ",Not Hope,Sarcasm
¿Realmente lo leíste? ,Not Hope,Sarcasm
"No más venenoso que el alcohol (en realidad mucho menos), ¿deberíamos comenzar a atar eso con strychnine? ",Not Hope,Sarcasm
"Si fueran las mujeres liberales las que eran chicas, valdría la pena discutir por aquí ahora. ",Not Hope,Sarcasm
¿Qué pasa con Dios? ,Not Hope,Sarcasm
"Empleador: Entonces, ¿cuáles son sus fortalezas?
",Not Hope,Sarcasm
"¿Por qué quieren amenazarnos?
",Not Hope,Sarcasm
"Jajajajajajáhahahahahhaahhahahahahahahah
",Not Hope,Sarcasm
"Justínricado, no me sorprende que hayas cortado y pegado un comentario fuera de contexto para hacer un punto. ",Not Hope,Sarcasm
"Bueno, el Anticristo vendrá y hará que cualquier verdadero creyente sea un hereje de cualquier manera, ¿qué me preocupa? ",Not Hope,Sarcasm
"Cuando un conductor de entrega de correo del Reino Unido le roba su entrega @apple y la policía sabe quién es, pero todavía no me toman en serio",Not Hope,Sarcasm
"Mientras tanto, Klalifornia está incumpliendo su deuda y dinero que han tomado prestado. ",Hope,Sarcasm
"Tienes algunos buenos puntos pero mucho galimatías también, pero olvidaste decir por qué sientes eso ?????? ",Not Hope,Sarcasm
Woo Hoo. ¿Entonces la principal industria del entretenimiento de la corriente que nos trajo tan gran talento como Brittney Spears no considera esta película The Cats Meow? ,Not Hope,Sarcasm
Tal vez lo quería de una fuente que valiera la pena mirar,Hope,Sarcasm
¿saludos? ,Hope,Sarcasm
"Bueno, ¿por qué los médicos que intentan 2 también prueban las células Embyonic? ",Not Hope,Sarcasm
¿Quizás deberías fumar mucho menos crack? ,Not Hope,Sarcasm
"Sí, está bien, manténgase al día con tu Therory ""creacionista"" y me apegaré a mi idea mucho más creíble de ""evolución"". ",Not Hope,Sarcasm
Debo decir que eres un adicto bastante espeluznante. ,Not Hope,Sarcasm
"Oh, perdóname la condena ya 'xxxx-hard. ",Not Hope,Sarcasm
¿Qué pasa con todos los óvulos que no estaban fertilizados? ,Not Hope,Sarcasm
No. ,Not Hope,Sarcasm
Guau.   ,Not Hope,Sarcasm
Manera perfecta de terminar un @SunceTryAir Deley de más de 2 horas: quedar atascado en la alza en @mspairport esperando ir a una puerta durante casi una hora `` ',Hope,Sarcasm
"Estoy de acuerdo, que descanse en paz. ",Not Hope,Sarcasm
"Wow, es casi como si no tomáramos una siesta todos los días al mismo tiempo, ¡cómo me atrevo a hacer lo que hacemos todos los días!",Not Hope,Sarcasm
"Y negarse a donar sus recursos es matar, así que he matado a alguien al no donar mi sangre, etc.",Not Hope,Sarcasm
"Proyección, nuevamente ... Estoy asombrado de que no puedas reconocer la cantidad que lo haces ...",Not Hope,Sarcasm
"Sí, eso sería fantástico si volvieran ... y mataron a decenas de millones más de gente. ",Hope,Sarcasm
Justo como predije. ,Not Hope,Sarcasm
¿Nacido de nuevo? ,Not Hope,Sarcasm
"No, estás publicando tu propio BS ... y solo te haces ver más estúpido de lo que eres ... si eso es posible ...
",Not Hope,Sarcasm
Se le pidió que nos diera su explicación de la evolución. ,Not Hope,Sarcasm
No tienen baños allí. ,Not Hope,Sarcasm
"Si era francesa, entonces probablemente era guapo, y definitivamente no es gorda, ya que las mujeres francesas gordas no existen. ",Not Hope,Sarcasm
"Sí, ok Archie. ",Not Hope,Sarcasm
"Estimado hipócrita, ¿desea ser un póster competente y responder a preguntas y solicitudes? ",Not Hope,Sarcasm
¿Cuántas bombillas se necesitan para atornillar una bombilla? ,Not Hope,Sarcasm
"Oye, aquí hay una idea loca ... ¿qué tal alguna evidencia para apoyar el creacionismo, Ray? ",Not Hope,Sarcasm
"Observo el en negrita, pero la razón es tan inescrutable como la forma peculiar de lo que parece ser el inglés que se usa.",Not Hope,Sarcasm
"Espera, ¿ser intimidado es infringir tus derechos? ",Not Hope,Sarcasm
"Eso es bueno, pero ¿alguna vez has pensado en leer el libro sagrado de tu propia religión para poder discutir de manera inteligente lo que dijeron Jesús y sus discípulos?",Not Hope,Sarcasm
Sus publicaciones se leen como Gibberish cuando no completa el pensamiento. ,Hope,Sarcasm
"Y eres el tipo que no puede estar preocupado con el álgebra, diciéndole a los tipos que han leído en el cálculo que no entienden ...
",Not Hope,Sarcasm
Una carga de Unowhat se repitió durante muchos años. ,Not Hope,Sarcasm
"Claro Justine, al igual que todas esas parejas homosexuales que esperaron hasta que su estado reconoció el matrimonio gay para casarse en la televisión. ",Not Hope,Sarcasm
"Bueno, si algún día tienes una respuesta real, siéntete libre de publicarla.
",Not Hope,Sarcasm
¿Y cómo es eso? ,Not Hope,Sarcasm
"Punto tomado, sin embargo, ya que le gusta infligir dicho dolor en sí mismo, ¿qué puedes hacer? Creo que le gusta. Emoticonxhoho",Not Hope,Sarcasm
¿Por qué tienes miedo a las armas? ,Not Hope,Sarcasm
"Sí, suprimir el comportamiento natural siempre es el camino a seguir. ",Not Hope,Sarcasm
"Lo mismo podría decirse de ti ... El pequeño Jimmy está torturando a los animales pequeños, pero no te preocupes. ",Not Hope,Sarcasm
"Enviándome un homenaje, por supuesto. ",Hope,Sarcasm
"Y con tu actitud actual y aquellos como tú, perderás de nuevo .......... Oye, me encanta ............ sigue con el buen trabajo ...
",Not Hope,Sarcasm
¿Olvidaste la otra parte de la analogía? ,Not Hope,Sarcasm
"La idea no es un montón de toro, pero nuestra implementación de ella deja mucho que desear. ",Hope,Sarcasm
¡Hola Archie! ,Not Hope,Sarcasm
¿Por qué pensarías un concepto tan absurdo? ,Not Hope,Sarcasm
"Cariño, si cada persona gay fuera tan rica como Mary Cheney, podríamos reírnos hasta el banco e ignorar el prejuicio en la sociedad como lo hace. ",Not Hope,Sarcasm
Veo. ,Not Hope,Sarcasm
"""Se les ocurrirán cientos, a veces incluso miles de productos relacionados con la homosexualidad [y la promoción de] la agenda de la comunidad homosexual"", dijo Sharp a la publicación Christian Agape "". ",Not Hope,Sarcasm
Déjame ayudarte con eso. ,Not Hope,Sarcasm
"Entonces, ¿qué tiene esto que ver con el tema? ",Not Hope,Sarcasm
"Estoy literalmente aquí intercambiando huevos por papas

",Hope,Sarcasm
¡Habla del diablo! ,Not Hope,Sarcasm
Mejor volver a los medicamentos. ,Not Hope,Sarcasm
¿Cómo pueden no solo amarnos en Irak? ,Not Hope,Sarcasm
Solo un presidente tan fuerte y decisivo como @realDonaldtrump obligaría a la FDA a estar bien un medicamento incluso antes de que estén los resultados del ensayo clínico. ,Not Hope,Sarcasm
"Oh, ¿entonces los dueños de negocios no hacen contribuciones 'reales' a la sociedad? ",Not Hope,Sarcasm
¿Te refieres a los malcontentes criados? ,Not Hope,Sarcasm
"Algunas personas solo necesitan matar ', ¡eso suena fantástico!",Hope,Sarcasm
¿Realmente leíste todo eso? ,Hope,Sarcasm
Pensando en cómo nadie está obsesionado conmigo.,Not Hope,Sarcasm
"Dios mío, tan cierto !!! ",Not Hope,Sarcasm
Qué lamentable cita. ,Not Hope,Sarcasm
"¿Tienes un poco de queso con tu gemido, pavo?
",Not Hope,Sarcasm
¿Y si el estado decide mantener legal el aborto? ,Not Hope,Sarcasm
"Arrepiéntete, que te-llena a Cristo, golpeando gay radicen paganos ... bueno, ya vas a terminar en el pozo.",Not Hope,Sarcasm
De acuerdo con el derecho a sumergirse en el centro es el material dialéctico real,Not Hope,Sarcasm
"Me encanta cuando los cristianos dicen esto ... pagan quién, por qué, ¿de quién es el pecado? ",Not Hope,Sarcasm
Nombrar a mi hijo Onickolas en honor a mi amor por @nickiminaj,Hope,Sarcasm
